infile,outfile,x,y,width,height
030.png,lesson-2/my-armor-line-1.png,20,90,540,84
030.png,lesson-2/my-armor-line-2.png,42,255,522,75
030.png,lesson-2/my-armor-line-3.png,29,419,526,91
030.png,lesson-2/no-difference-line-1.png,877,57,736,90
030.png,lesson-2/no-difference-line-2.png,827,232,949,82
030.png,lesson-2/no-difference-line-3.png,828,428,140,55
